Date,AGG,GLD,IAU,IEF,IJH,IJJ,IWB,IWD,IWF,IWM,IWN,IWO,IYR,LQD,SHY,SPY,TIP,TLT,USO,VNQ,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2004-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-29,0.011351007577034816,,,0.015989308939617003,0.02538991158818892,0.025043239088580353,0.013069908890746178,0.02116590312850415,0.005836719626612903,0.00947062941815537,0.02205762907965948,0.002412616828554166,0.017844152023424497,0.014956776327584681,0.004828271689866405,0.013479259216169633,0.021240106334330863,0.022562615098194256,,,0.05082260163722081,0.05120475914399742,0.02817081904058511,-0.0074271399575273275,-0.025740140164828628,0.055371178800505204,0.018723073105350773,0.010596184996498342,0.021486045684898186
2004-03-31,0.006814640478581327,,,0.012886579855465935,0.006125071264786921,0.002449881113329963,-0.014812262582854018,-0.00730096659943023,-0.019409222856184034,0.009515636853897176,0.012110708751957416,0.00471843874557067,0.052597207692235894,0.00984297450950276,0.0028122227127667255,-0.01333402983400511,0.016504425105971648,0.014011688243402057,,,-0.023327321211083083,-0.0062714306281370065,-0.011682165987471136,-0.012307603275422444,-0.02691645548115312,-0.0024810774137180498,0.010604845241002978,-0.04258412679664791,-0.006190302111263995
2004-04-30,-0.028465278125227828,,,-0.04443501331298734,-0.03654207749514525,-0.04033591734605757,-0.01818106043476756,-0.028442460706502238,-0.01131629662401959,-0.056768429890588945,-0.05617951815561836,-0.05340042294881157,-0.161793819568512,-0.03965238016456778,-0.010678353388770618,-0.01910309951205854,-0.04942055007762386,-0.06438160535172953,,,-0.047413489842912916,0.016898466785443895,-0.04451351633038197,-0.0003785640091202694,-0.038943045994878904,0.013026698775272775,-0.04370402745554458,0.030599190336994014,-0.011403373529847376
2004-05-31,-0.0037882345018644143,,,-0.005325098262316843,0.02221939196436122,0.0228834471503222,0.013874108442273271,0.009740996445602066,0.019351902683254162,0.021282339953108586,0.016914198188064777,0.02186898260971013,0.06588030493167858,-0.00524602226451917,-4.970753339902045e-05,0.01697917203740308,0.01999426202323689,-0.0025842065495200427,,,0.027702554257624645,-0.003020777878718658,0.016925727596587715,0.024322839476301386,0.038447087423574486,-0.005624405123763964,0.011955682653553158,-0.003245818600806924,0.006351087910605105
2004-06-30,0.007257800781983564,,,0.006512178081268729,0.021994199872948563,0.030037182734701913,0.019061501574076916,0.02588507344307928,0.009262627672799138,0.041439900868109336,0.04913230014983069,0.03213685520682136,0.028637979595053778,0.0012636372685069573,-0.00019595518438234705,0.018332120632620276,-0.0014119445354017122,0.010479698754621871,,,0.0489570022182879,0.060497980395537235,0.004413289318383878,0.059894944311219604,0.02692920085866044,0.005471640241856452,0.017170167519997788,-0.0037413221449383066,0.002581035469269326
2004-07-31,0.009206886458457809,,,0.012043834118874866,-0.04852708267637921,-0.04470092454964734,-0.03411607887482417,-0.012734951025697971,-0.05388201692958227,-0.07011952289702628,-0.04876067150746855,-0.09264154703573758,0.002668875779330199,0.015503945378905913,0.0027807909416783213,-0.03274911065821926,0.008065658480931884,0.015198416783688478,,,-0.023041841698650086,0.030348038677208502,-0.02157534163767835,-0.028310653964499267,-0.06280106133396005,-0.0506324595240449,0.0150379267747136,-0.05515864515971569,-0.03867681456001383
2004-08-31,0.016055378559309327,,,0.027904174796367674,0.0005174356879689491,0.007145389406420187,0.0023670634143707673,0.01223485614724778,-0.010865281795889936,-0.015205951681509827,0.012113489321470508,-0.02434178615116207,0.07920747588905469,0.03034489871178144,0.007357462185932063,0.002433214573315396,0.026562204081161542,0.040813321826745914,,,0.01667341713779249,-0.015528151923049524,0.03201709009803921,0.0007174934932156478,-0.045247282801262306,0.017611641585090765,0.039826240017273064,0.016121268440931508,-0.001973892823613625
2004-09-30,0.005155702732974383,,,0.0032190049445595466,0.02742763675675252,0.028663760314607677,0.011684939321093301,0.013948434476943055,0.01000847689949052,0.0519611761517111,0.03683845953509689,0.05306895445079325,-0.004075583780516797,0.0031085123879158235,-0.0009500661957569141,0.00998671496366363,0.0008255169434957819,0.00944972052516981,,,0.039402954505257506,0.09315307375361949,-0.009246100511540786,0.021270244554012125,0.028649700344203242,-0.026690988297556055,0.00632762482913272,-0.017640509845233916,0.02842876216052008
2004-10-31,0.008629524850978499,,,0.009843269188945129,0.01337396497834414,0.007605278753933119,0.016458062349132056,0.015240134675621063,0.013623987575656492,0.020344684228805292,0.01451325748323358,0.023609794999247043,0.050129979981246346,0.011760339790702002,0.0029499996500675866,0.012802501915172793,0.010881830241933206,0.017492195178563905,,0.05516647670005082,-0.00948279562378224,0.0059937516995005186,0.005256486646769522,0.010166329169723468,0.04299518540530665,0.0064430114936512494,0.04755368577410867,-0.022480464916209628,0.03959071866258216
