Date,Carry,Value,Momentum,Quality
2006-04-30,0.04979028651532399,,-0.04791224548202449,
2006-05-31,0.00698159947538886,,0.0009328701492544601,
2006-06-30,0.04811458268763914,,-0.039698112548062305,
2006-07-31,-0.010420674936596864,,-0.011661954334318318,
2006-08-31,-0.0184493102776608,,-0.029529552316746106,
2006-09-30,-0.042416771814823465,,0.01895149399439521,
2006-10-31,-0.0083698472762645,,-0.004150688251900899,
2006-11-30,-0.01720721660287816,,0.02994378185711754,
2006-12-31,-0.028541879930948238,,0.0105756794429225,
2007-01-31,0.03602717336166454,-0.03596657444212838,-0.026844931284855638,0.0017418906295085205
2007-02-28,-0.0118819772736377,-0.020686066051623625,0.0026424474147321002,0.014347409752739619
2007-03-31,-0.023720173700524996,0.012104255395949302,0.006789681714042997,0.015771736471431836
2007-04-30,-0.05507704036548672,-0.021205559824925398,0.014944434751890837,-0.0020246234153656582
2007-05-31,0.0056082999782038605,-0.004880743691444825,-0.021820635092900637,-0.006855445817876622
2007-06-30,0.0565144286978282,-0.0080018252446808,-0.03542372790751515,-0.01817823370791368
2007-07-31,0.0006855331829068619,0.011743434199984299,-0.003374917826930078,-0.006029113164543902
2007-08-31,-0.017495474526364463,-0.028241996504747433,0.044455105442223614,0.0196739505449132
2007-09-30,-0.01854548931063738,-0.03393439206440662,0.022850682080391604,0.01709575075348628
2007-10-31,0.09397652631833125,0.009215551352810849,-0.04627249544240308,-0.0002471917298480803
2007-11-30,0.006445470195612858,-0.05244655867708942,0.049100267844937075,0.022318222762114634
2007-12-31,0.1156813720221441,0.051460952442701824,-0.043947066581629,-0.005241733114050559
2008-01-31,0.036389068440724676,-0.06775338318747742,0.0524292362939097,0.053652629050744576
2008-02-29,0.012019712857845418,-0.01685783101326085,0.0100015148904612,0.01864665789531566
2008-03-31,-0.06710789820538662,-0.0224511320651049,-0.03039768660035467,-0.04711029094870548
2008-04-30,-0.06506838436787184,-0.03524080470380703,-0.014261088896143777,0.009515274131458579
2008-05-31,0.08436569380323963,-0.08651906163202965,0.11204902286968427,0.06848059057464316
2008-06-30,0.00277543362031554,0.10125171401109295,-0.0723300894050537,-0.07927988641739223
2008-07-31,-0.0104746698224062,0.031291737131377576,-0.020325488493258836,-0.025368913530776558
2008-08-31,0.08087039469042558,0.038641356222186854,0.061366251930933875,0.032212940691811486
2008-09-30,0.1609244677836102,-0.01688218131252167,0.10581565515193023,0.11661454983401418
2008-10-31,0.08779936752127976,-0.10128770865325151,0.16572768105430993,0.16333091872240596
2008-11-30,0.013177551943065142,0.03146133328976025,0.0466702306143505,0.040572430748999126
2008-12-31,0.008273929021451895,-0.10812910891020336,0.08455214310718814,0.0864966390872843
2009-01-31,0.006861525255478118,-0.017032453080981988,0.10960485216413966,0.11961933148221263
2009-02-28,-0.04228207133512937,0.07235827729699998,-0.09810058806216221,-0.07353936749965745
2009-03-31,-0.07826462020450912,0.1304356924944087,-0.15061768008156023,-0.17290169303175362
2009-04-30,0.014704622582580734,-0.0025111541575454366,-0.0875915307715907,-0.07278987260491684
2009-05-31,-0.005723570335075078,0.003173362365452648,0.033390757278285395,0.010351995351753481
2009-06-30,-0.05810349731089685,0.028292317727435817,-0.06886583166373011,-0.08256825792916526
2009-07-31,-0.01041921156704812,0.05237465046558286,-0.0394067137899181,-0.04849835722926989
2009-08-31,-0.03357659408989772,-0.004935762718926831,-0.028826519473590325,-0.02058263418488872
2009-09-30,0.03132169449171873,-0.039074099417533606,0.03393685343679018,0.037019726258648376
2009-10-31,-0.02119677332930514,-0.00777352448397587,-0.023678204891354214,-0.03266182047043942
2009-11-30,-0.07952974886661793,0.06649411360034406,0.009678943086577463,-0.06238765189849736
2009-12-31,0.0537489815210462,-0.04480992004411101,-0.0622122954975623,0.04403382701453398
2010-01-31,-0.0454664322991437,0.039734763537801795,0.04181899260078649,-0.03442156232778398
2010-02-28,-0.06669658732107589,0.08273210069017473,0.07564909443936171,-0.06490834291124338
2010-03-31,-0.0194379618095149,0.01321384334379852,0.015257267742066382,-0.014781348678086918
2010-04-30,0.07292855187771005,-0.09708771805077475,-0.10499347742461267,0.08750630121690359
2010-05-31,0.1012365062697991,-0.0847887337262069,-0.10354529625204525,0.07066361533640547
2010-06-30,-0.04869282804874596,0.06004250818829185,0.056983145789630436,-0.06457953385612675
2010-07-31,0.09604808391423356,-0.08362948372330031,-0.05162899640706368,0.07136170310518626
2010-08-31,-0.10223032452124267,0.08629561352163524,0.06557980019446195,-0.07545649356334046
2010-09-30,-0.04481935720186246,0.029967740832481646,-0.01952088896164942,-0.026515022433150084
2010-10-31,-0.04084123878068652,0.019213607094250955,0.022466357997213884,-0.0016824234186574166
2010-11-30,-0.0826886300316342,0.08074454175246046,0.036565471630313595,-0.08074454175246046
2010-12-31,-0.011347683544529339,0.03052422702916512,-0.00678631936774472,-0.021263922832036163
2011-01-31,-0.028259930729850877,0.024770632485358015,0.036600468548834676,-0.024770632485358015
2011-02-28,-0.013353369965711239,0.002811410901144641,0.01864022800468608,0.0007493769211285007
2011-03-31,0.005589140195210077,0.006992993690038297,0.002176698447876324,-0.005057935820830698
2011-04-30,0.03704902369486006,-0.02980076082762262,-0.03242386546925704,0.029800760827622622
2011-05-31,0.013035760161727352,-0.012764175350332347,-0.0059419817336271285,0.012764175350332349
2011-06-30,0.046065077819662584,-0.04283231910982262,-0.05274109058272454,0.042832319109822624
2011-07-31,0.08959805016293063,-0.09658095165341322,-0.1117495070947199,0.07145580823770584
2011-08-31,0.11301139924428828,-0.16128840340562312,-0.11352253311390181,0.13646290271675177
