Date,AGG,IEF,IJH,IJJ,ITOT,IVV,IWB,IWD,IWF,IWM,IWN,IWO,LQD,SHY,SPY,TIP,TLT,VTI,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2007-01-31,-0.0007359287990532646,-0.003726039087937822,0.045274582125246446,0.039185921201915414,0.03028404088808483,0.025176916838348076,0.03218954268522294,0.018695105119601565,0.04943806260761217,0.017422537015776337,0.016714249716409228,0.02174874280445486,0.0008750391433395162,0.0018343325210415215,0.02612473896055422,0.0012738751496778856,-0.010350544510376349,0.029391223945812707,0.05034728769917556,-0.01194710100761172,0.012670096519646262,0.03887354511313124,0.030083496653433794,0.04621800626706173,-0.005341287876590777,0.06245830275970623,0.03961846109733807
2007-02-28,0.016661185808257952,0.018742093946360984,0.010844540044372965,0.018052627864548452,-0.02741296504186801,-0.03313734424503554,-0.0286779655609055,-0.02390355261084891,-0.03446127536488378,-0.006812948317769814,-0.014641199339999376,-0.00396718503248955,0.018286604349604656,0.008012431487720486,-0.03385295136186134,0.010773305337992707,0.03412912953190855,-0.025674271738251025,0.03393593089911672,-0.02663646044419184,-0.04141494238976087,-0.021146762160833714,-0.04107557745167353,-0.038560756246652846,0.07576447716659658,-0.048105289821867805,-0.04187880599631826
2007-03-31,-0.0020177212589080028,-0.0012824411298559895,0.016414611921964934,0.014992679256437363,0.016575543689000074,0.020671090987136154,0.017227878270339253,0.022875592490722248,0.012009545548953079,0.010108194399742544,0.015061950075164867,0.011363290809854529,-0.006235561718662823,0.004943042692176188,0.019960691437607318,0.0018094723007427422,-0.017441567999705303,0.017639147470191935,0.03030762936688555,0.07813365892614266,-0.006375664196711036,0.015324672832941902,0.015034520258917555,0.05052160763727225,0.051420199230038786,0.004198475050860244,-0.006538577323745894
2007-04-30,0.007176016119915788,0.0065674954440863055,0.035561523446821314,0.031583045595826205,0.06795004406453485,0.07317546125778407,0.07123748149467002,0.060439953437383606,0.08392283842588433,0.01737215858003211,0.008097362158468636,0.026597339716791332,0.009504574333428327,0.0040394352543761895,0.07404533302906516,0.00456476437358267,0.01018211169028273,0.0626217606294208,0.02004050388438982,0.06382661338000652,0.053725528226026144,0.08422652804148278,0.07022788818147194,0.06735101913530282,0.07401984730019397,0.14021933733695643,0.032285114593036755
2007-05-31,-0.011008761138406062,-0.014960100530628007,0.06130587143130907,0.057800408943220236,0.05835873673005774,0.05718270995068119,0.05923601904531557,0.05732354118319941,0.06639149642043642,0.045782551789800154,0.04640045272497148,0.049026484494692144,-0.01303581304740007,-0.0008873030560348466,0.05607656978701756,-0.009099060122627274,-0.025971118918005635,0.057017026221622066,0.07598796946638327,0.09480983650639194,0.03346386254647839,0.09166350429705211,0.07428878997270126,0.032684387530212106,0.007002329027623978,0.03380113326030971,0.04058701916342635
2007-06-30,-0.004484162797800085,-0.0049795401934538,-0.02523548078959411,-0.035890071264126425,-0.028741486038813182,-0.026051981245682972,-0.031351856646865746,-0.03691997358970185,-0.030500850189951943,-0.015536147098499783,-0.0286408773998472,-0.00737673995607174,-0.008457403585761128,0.006240405337716362,-0.0243686229192894,-0.0014808351534654851,-0.01124913654521869,-0.027219272156584418,-0.007125757966375415,0.0164810136314861,-0.05420333405179709,0.0005089169162916265,-0.0018948258285562088,-0.04767547462522395,-0.06859784450037629,-0.06566550471858643,-0.023965351831266534
2007-07-31,0.012628223359898601,0.02316219887066738,-0.062155560932571415,-0.06716581887894232,-0.05467685201796937,-0.05412170463571789,-0.053405565896630654,-0.07262131933173688,-0.027923252347698702,-0.07750327266343149,-0.09912371660720817,-0.05976006266513878,-0.00863334995647526,0.011188705939538605,-0.05275692069031079,0.01514486279546155,0.03549721968468997,-0.055106622527765006,-0.036001984268247286,0.0001841706754400887,-0.10401101912625213,0.018329084547149342,-0.0031236612579725945,-0.07450289564307558,-0.05437087164195827,-0.09535011732855846,-0.08036507664832404
2007-08-31,0.015265451641068342,0.0236777825569332,0.0176224026464985,0.012512995224533032,0.024618954108924097,0.021772539594734734,0.019053304687365442,0.021050135252144362,0.02382590175390586,0.022609977118632586,0.020505933346891464,0.026156796917965356,0.025395583741990777,0.012378915111272707,0.021170166315479497,0.005731196198838284,0.01979176409308292,0.022406656710012723,-0.009119964603324461,0.015277145124407771,0.028051152847942178,0.0004922838531434617,0.03138055713800861,0.059723155811255396,0.021121633611639937,0.04412257429644245,0.008162399860321919
2007-09-30,0.0075645189627461034,0.000933896690907935,0.03238694494459124,0.02200564114487562,0.05541679428047828,0.06521865847200713,0.06415010263401205,0.04644572250476242,0.08783049739816393,0.02051064461362881,0.005376693743700773,0.027766512722066986,0.007851634165377123,0.0065655670649099,0.061581339295827625,0.008828166665579876,0.002547582273213604,0.056872907424258,0.09934458045968281,0.09228383046826436,0.026503654250843677,0.08800361143086982,0.06098804448533728,0.11406572725869434,0.0503934843971119,0.05984204297996185,-0.011680967338275654
2007-10-31,0.011984373967648333,0.011319152985287474,0.030242211110873125,0.02146814525847379,0.024076828038190994,0.02278821716396186,0.025535143170152826,0.0016282321172118178,0.053847082318846835,0.030574250311648274,0.011829858469102294,0.05673810357811222,0.01035185486285829,0.005662267152596053,0.021845112897086343,0.008034890055487784,0.020108988839194774,0.02676758724276202,0.05215712511368566,0.03246754319449471,-0.018874545136241212,-0.02441920168791291,0.08432503399704958,0.038669131374936126,0.08443182386946778,0.03658651175525581,-0.006570684292242653
2007-11-30,0.020974491464517,0.039641958896318594,-0.05973933220299405,-0.06946460753118548,-0.06837318436907996,-0.06550926510874192,-0.06431650586365066,-0.06582707435976708,-0.06468670257362077,-0.07765876961298937,-0.08492814452583142,-0.07876879818597561,0.011130995436640402,0.018439369407332176,-0.06194754700556464,0.02497313130184125,0.056412515509524454,-0.06678202418321458,-0.06623369326435642,-0.05513763154694536,-0.08262706369917666,-0.05525906318185576,-0.11977530170621396,0.06840521662437452,0.008709134026929223,0.025158607424148063,-0.07337313480105925
2007-12-31,-0.0001089752009125857,0.0005060905928117225,-0.01150058116638336,-0.014157105969287992,-0.009572531556400556,-0.013036229495193747,-0.016814934788582772,-0.019232735200288273,-0.01267227179873222,-0.007051791732097686,-0.01495820021523119,0.0012768129415626722,-0.008853857074456585,0.00310702072245279,-0.017831529358919976,0.00039150245558238313,-0.006856585241660604,-0.010166161853947904,0.013664146312161826,0.10154125006614137,-0.05704882606307926,-0.0025741316631547437,0.030204273070747696,-0.021545157580998748,-0.0023963434041393327,-0.05798147821985549,-0.06600722908734703
2008-01-31,0.025189090220002947,0.03132689049424416,-0.0681844536948799,-0.060115639317968796,-0.08665520936877921,-0.09161013943723623,-0.08545284162311033,-0.05292684336167283,-0.13714232904705814,-0.07157231038545128,-0.04344940003306813,-0.10350445649009807,0.02666816442999232,0.015228300529140527,-0.08913669576928812,0.020533635903484657,0.022939295332703485,-0.08523007713013868,-0.054342446534064205,-0.15248541786106556,0.006913717099554367,-0.10382032648459308,-0.18137719885480239,-0.12577322821607495,-0.09015069169836624,-0.09180092666210969,-0.00488919749309977
2008-02-29,-0.0017723576298754387,0.01192925753752989,-0.021216748113703433,-0.03988619926066294,-0.04138571810449398,-0.03880360722763469,-0.03993655176889523,-0.04948642649075433,-0.027725747675291144,-0.03123909568832817,-0.035380424622197384,-0.0366980305066662,-0.007498914971988348,0.009580258299492425,-0.036815497416433245,0.008279394985033453,-0.005082982283084707,-0.033377632117728054,0.030037677250380177,0.10886303328010129,-0.09886156621701811,-0.03701854553119592,-0.06290444257866824,-0.005666166089954019,-0.047934288592553116,-0.0528858112766997,-0.051474587526820034
2008-03-31,0.0014811223180207869,0.012902247455222735,-0.010809638917482302,-0.00017268265886720402,-0.007091245806041235,-0.00887563997698289,-0.009551241684809107,-0.0014090659942104194,-0.013968030439831074,-0.007072560410059508,0.0010019933292274284,-0.011017683799858144,-0.006439105458314781,0.0023828770496915823,-0.012727371084425478,-0.0008186900838834309,0.023492813713008733,-0.011953086014378916,-0.018827296817354733,-0.028998673010267543,-0.02459963431421642,0.06361472456305423,0.014974447432378822,0.0691562947245241,0.018203792548599405,-0.08691151120748505,-0.023477116417372882
2008-04-30,0.003852408017752769,-0.022989369760231377,0.0813629893299316,0.07598690852488128,0.06574656556795298,0.06438244651041246,0.06565744673806305,0.05071277481343693,0.08762177715549108,0.04824940739208274,0.043746035778362315,0.061764809427129704,0.013410211738088035,-0.007155506739004661,0.06443299043466912,-0.008129561453108851,-0.02807079650699876,0.062315740093783635,0.07344064017753468,0.120683003876475,0.053491697570981364,0.05313766156573908,0.07823457157069534,-0.016461703532406693,0.05622719200348003,0.01882514354421279,0.03210970496847421
2008-05-31,-0.014347398591522663,-0.01654700567414882,0.05909552206511465,0.0524494321342216,0.023352010229265415,0.017646593546859476,0.02345701597564926,-0.0031036600902328,0.05350675575742392,0.04930109432405026,0.03540738839855031,0.05983411319831051,-0.022817187592221132,-0.0028618729385195035,0.021020831580505914,0.0006159167817008437,-0.030262359070246696,0.026484677451251944,0.07098064100221921,0.061698970162702725,-0.05509882702925573,0.016263113015692138,0.08170067476441362,0.06454699896190634,0.03951307780831955,0.03579855609835624,0.038384575603574715
2008-06-30,-0.0020883395703999445,0.010475951373526662,-0.07679966149988206,-0.09643237642035532,-0.10186377200099636,-0.10363971228307567,-0.10229885516062819,-0.1033781617820119,-0.1083172296803907,-0.081786600637966,-0.10394391947827764,-0.06482237818980774,-0.013168557709608994,0.0020238851553904163,-0.10447158786305118,0.010107886475035842,0.02894338161634708,-0.0978806470326811,-0.08006922661511837,0.038145052712741885,-0.11785918085256034,-0.18682430903437303,-0.11853635543952357,-0.11397452541113717,-0.008592481948978593,-0.0791794853284347,-0.145745423487979
2008-07-31,0.0045848195222432855,0.006894233539684199,-0.01791617372850435,-0.006263168952226031,-0.009438848642973065,-0.008971104652968106,-0.011410354245452328,-0.003594850983913673,-0.03131757519076169,0.03859526684736219,0.0486288717183106,0.019006446208265648,0.003978661435158054,0.003696488724017886,-0.010992161028383738,-0.003678541878433006,-0.004205020857401881,-0.007398991928252596,-0.0437683851150622,-0.18831287360760648,0.03926138660975765,0.011665217926448875,-0.030188806418923336,0.04703648649415583,-0.07180569090438954,0.07843984569957196,0.002163772720390118
2008-08-31,0.00870469052604315,0.014664342451195985,0.015429230670567493,0.02245396494668328,0.019464549261633164,0.017783397693659622,0.016496151654041596,0.01724353675545244,0.019949859601828553,0.03742131896514398,0.053781461068970846,0.034651281706255685,0.0015009859582622998,0.003983241924028119,0.018669587715886664,0.004823288913537334,0.03118705322655156,0.017149964226366266,-0.021423359961523565,0.0036728531944012818,-0.00585694458386996,0.04008298486102485,0.021628978130037477,0.05247502078620427,-0.01192873360992998,0.03640474952907282,0.07898706229655227
2008-09-30,-0.019884765357717094,-0.0014029789996254653,-0.10664643694334064,-0.08478724187327114,-0.10206686124733912,-0.09860757889379107,-0.10249465196164438,-0.07384357046508798,-0.1510083188145367,-0.0809834453339834,-0.034046184087900805,-0.12016513233605675,-0.06462730695861789,0.006782040713307467,-0.10437004441666926,-0.022191431364330147,0.01762846992235096,-0.10043518654294922,-0.1767364695929837,-0.1634568904707588,-0.03820417669631232,-0.16116215535660777,-0.1458542138130021,-0.024576934254860107,-0.11065558953226376,-0.12561124091203332,-0.0954010429919465
2008-10-31,-0.023855800077225778,-0.00873742258837551,-0.1586786976670717,-0.17138973950974143,-0.1482255522387768,-0.14341521044027652,-0.1447038602489057,-0.13213541988086397,-0.1904366766622972,-0.1730965365240687,-0.17512371709331068,-0.1864729169689446,-0.011122546523987637,0.009521410953850602,-0.1429198959874402,-0.03330562012071175,-0.022726728589772184,-0.1460696885418601,-0.19609229619171,-0.1923037044781859,-0.1192031664460934,-0.19610384565938166,-0.16838324867242663,-0.18467497125053428,-0.11845527008506984,-0.16939641977669753,-0.16908753506682403
2008-11-30,0.02804363750524505,0.05798386453155903,-0.0655784396176042,-0.062938498332113,-0.05656772257422034,-0.05994173109578576,-0.06537901040088939,-0.05403666790023625,-0.0840793268148599,-0.08942762534699482,-0.08522028160061428,-0.09357180106806338,0.018177804177446973,0.009305212888500933,-0.05634029899038335,0.0034417134819374642,0.11683282391291715,-0.06217619621931478,-0.08552268000696936,-0.02032511645322022,-0.0903433651927972,-0.08240978776597521,-0.08349513833032836,-0.002844849665161781,0.034511432965860164,-0.08758060610506146,-0.0955916616120804
2008-12-31,0.044489164154394835,0.03632498314745784,0.027636508009396977,0.02987401373382207,0.01412485328666854,0.007517725679244968,0.013550006148128187,0.012204456062881652,0.017040777362252544,0.03266309543771096,0.03621137432545392,0.03413276592379235,0.052360476323954526,0.004756641869839666,0.007598949824430128,0.02240123060997705,0.09419842388754705,0.012983511977973174,-0.004386243549674173,-0.04228600583480658,0.0016351469638443785,0.02201088054756282,0.014990989994579795,0.0002195903120548353,-0.020379899757117757,0.08998463726983155,0.04794262390807871
2009-01-31,-0.013346555882434784,-0.02670431204465029,-0.04489343753656012,-0.053801830107754176,-0.06798247457889826,-0.06342917203447246,-0.060011118609749704,-0.07968106311212979,-0.049613424742595016,-0.07071196599208433,-0.09942684042713248,-0.052516640197690534,-0.007311914279134044,-0.003560824487374469,-0.06469720015094801,-0.00014309567219063663,-0.08534045545507073,-0.060749761285762295,-0.05795174888227428,-0.01727195984858438,-0.1135303002295,-0.11484611652555814,-0.04615521487889549,-0.09547279573552149,-0.0014508367322016722,-0.015744094853670454,-0.08755493262900259
2009-02-28,-0.006968251516929004,-0.0049450918632221496,-0.061482442458880196,-0.07398192515247604,-0.07598705800809115,-0.07884431724239224,-0.07595245225116196,-0.0842923070659877,-0.07188191248968567,-0.08475596927467056,-0.0942258336837902,-0.0795733489502122,-0.02066381901852853,-0.0011680386212721207,-0.08083661381395056,-0.007774857970127732,-0.009372185822316224,-0.07635074492124815,-0.06209209732440351,-0.12431988950050463,-0.07007259164666756,-0.15084909913892652,-0.03689692730882826,-0.10004812509541902,-0.1019572333005008,-0.1524610448556643,-0.07239116008192673
2009-03-31,0.007259002755653252,0.021733975474796705,0.04918710571038956,0.04562356699027368,0.05302708152453507,0.052462339256250955,0.0519278067190039,0.04531968461198597,0.07102876986775616,0.04890411583311377,0.05159803872040721,0.05736171977161492,0.0018274450830779256,0.00402789595744437,0.05457271413917102,0.019035154402035136,0.02443868020460774,0.052548846218869336,0.0998161269850002,0.03491393804595537,0.053308326667428844,0.0668026072562211,0.09595565984576998,0.04855860565004871,0.014468262994863241,0.06534978309505213,0.0848344743286447
2009-04-30,0.0034080111402399367,-0.017952832465570976,0.07741721530278683,0.08312196718993273,0.06324092285278257,0.06214418461481963,0.06276747243353181,0.05512675451633069,0.08141387688340267,0.08673631474135232,0.08227541585096701,0.09163332323863158,0.010545276009959853,-0.0013136748626866326,0.06132243900401189,-0.0059468101168044935,-0.04277897561980207,0.06499586448881656,0.09556865444140912,0.07052640667810364,0.062261143341989844,0.11981285335519694,0.08641642612864806,0.04797931464500963,0.008968387721470902,-0.0013954880722123408,0.10845304867705437
2009-05-31,0.004702243102769777,-0.013253012705684466,0.01803383794323865,0.011071506829989369,0.0315085501417254,0.03590007750110364,0.035178265806976486,0.03471247633414691,0.04228820260925972,0.020292238686947815,0.013491558073941094,0.028203820014709786,0.008775289217697331,0.0004438095953992037,0.036152605340088295,0.006457670819615788,-0.02205964751179283,0.03270894542907742,0.037270490279098754,0.10971732764028097,0.03999879022075647,0.023685233057844143,0.020172620587468947,0.05580370730297236,0.026718083565429384,0.07212586887660305,-0.004676018029602738
2009-06-30,0.0027988090697304555,-0.0035133511339350827,0.0030365119347219643,0.004651651926338618,0.002251095911329449,0.00023909998953964542,0.0004867470942426702,-0.005598578268443888,0.007753523149792487,0.01088720865036766,-0.0008653808470808931,0.019383830247693135,0.010835848908263852,-0.0007372497085760003,-0.0004167916744409944,0.0006466287009988198,0.004384820456816572,0.0022538897861844524,-0.03033847935342191,-0.0608176349979461,-0.005510064682632092,-0.012339380586928074,0.03130510632172233,0.0022392938702291143,0.039490716396212155,0.025490845443085063,0.0016148983884263256
