Date,SPY,IWB,IWD,IWF,IWM,IWN,IWO,IJH,IJJ,XLK,XLF,XLV,XLE,XLI,XLY,XLP,XLU,XLB,SHY,IEF,TLT,LQD,AGG,TIP,IYR,VNQ,GLD,IAU,USO
2006-04-30,-0.5221307865888377,-0.5920644961937668,-0.27056673373771734,-0.924837501378477,-0.8382130371741116,-0.6021988182844628,-1.1075922544762666,-0.8347193421143716,-0.5849252620901519,-0.9673415230268269,-0.29622210808343447,-0.6917700198753417,-0.6873485903037359,-0.5962898372685381,-0.9091203661153071,-0.2503124046382138,0.6727923398428867,-0.30474943499312074,0.18692308600062973,0.7418549512202097,1.482357647148462,1.9066182197124373,1.1153999238236543,1.7178445703452359,0.9628358919672964,2.193775886281869,,,
2006-05-31,-0.518212920515923,-0.5892631654030905,-0.2670887028568657,-0.9272993810240507,-0.8299160748373039,-0.5934709902042495,-1.1110712400692284,-0.8311567734201147,-0.5764933366529971,-0.9631823159647973,-0.28011249384068854,-0.696475263436156,-0.6882020637275936,-0.6023880866667158,-0.9177014643521829,-0.2725073928298221,0.6136567920522952,-0.2863286590446911,0.19763432132097158,0.7302327970509448,1.4505662219115558,1.8921363550512948,1.1088566722682898,1.7091915047367106,1.0048492359101822,2.243746424544223,,,
2006-06-30,-0.5143037754347665,-0.5447018204930747,-0.2231888745100096,-0.9165108220955018,-0.8756318465777821,-0.6189105685422659,-1.147830788290687,-0.9210773445302395,-0.5461440170490883,-0.9892243780028167,-0.27000979207997555,-0.6970650074057203,-0.6707858765289247,-0.6073411153505807,-0.9186459401592101,-0.2699592296304082,0.6187911746376454,-0.2093841522157138,0.23643137312609303,0.7584105634747029,1.439921008192057,1.9382040503508355,1.1561055068315529,1.70466266488414,0.9263126044036173,2.161876402996118,,,
2006-07-31,-0.5174682981607288,-0.5462389983777567,-0.2388267239226199,-0.9215219385902496,-0.8750138693949014,-0.6138347577360729,-1.1618168085935554,-0.9225618706076963,-0.530172293108857,-0.9964251395438924,-0.28491712215836723,-0.7329272903447129,-0.6953484118008172,-0.5691392177922584,-0.918926328093411,-0.2777762405626393,0.5661007156608756,-0.15707954330797289,0.2998263054130068,0.7943786496083032,1.4400299220162653,1.985466330720535,1.2064697739327237,1.6599949113864927,0.8928401646612806,2.1148880786970254,,,
2006-08-31,-0.5219120891535903,-0.5526872342497913,-0.23527764623153802,-0.9298840997162664,-0.8840927398131153,-0.6234249192773758,-1.1692552047210216,-0.9250588960112577,-0.5312680248049458,-1.015933680113387,-0.2784974251125404,-0.7418204443622545,-0.6548703494887336,-0.5662513971197795,-0.9241470281266041,-0.2977794902186039,0.5554592394724518,-0.16929926455473865,0.3801702411969908,0.8333073354854135,1.4177369737378949,1.994083034069289,1.2676383570401717,1.6190138346150071,0.8767344684032468,2.077316449055077,,,
2006-09-30,-0.5414180971918316,-0.5909603243535331,-0.28670593928731436,-0.9330810672619124,-0.8898090010007011,-0.5890569701421334,-1.1934022548579934,-0.9274326803805513,-0.4947292679988971,-0.9690069037596165,-0.3047178014836307,-0.7481235653301826,-0.6193517939189032,-0.5845218997282946,-0.9607035544729414,-0.28625016267976944,0.6136386079482532,-0.13685867490788683,0.3983109522187251,0.8266126690510992,1.377757341060716,1.9843396339638317,1.2716956085386253,1.703209186968345,0.8592176393157906,2.0213483196907087,,,
2006-10-31,-0.5414115988249081,-0.590472946540714,-0.29215066308915444,-0.9254725434217903,-0.8923455053936227,-0.6020708116948476,-1.1818226166084196,-0.9222964878613062,-0.5051197903742898,-0.9614641521432751,-0.3024778034546675,-0.7274405542249338,-0.6248149796516932,-0.5811613990007367,-0.9616776754880089,-0.2786334598164647,0.5476257221401797,-0.17764042612014444,0.4547309438430026,0.8727506746072293,1.3870734536287168,2.0175365874530438,1.334471630278332,1.8233254675780037,0.759250979026742,1.8717079551537235,,,
2006-11-30,-0.5398585223265625,-0.5889775807286989,-0.295968008928737,-0.9207391003160371,-0.889791478367958,-0.604131341365997,-1.1758385649924048,-0.9217195809506055,-0.5130361245934988,-0.9595022040820971,-0.2901061871710535,-0.7123937102854085,-0.6634809565967748,-0.5825340848538274,-0.9544690541529839,-0.24996812431902687,0.5289035280145177,-0.20419167145809908,0.5108818796203582,0.8902965679700962,1.332323116194967,2.0487993797308115,1.3788157975608903,1.9066988117141925,0.6992270443968741,1.7707601702870608,,,
2006-12-31,-0.5374792085615115,-0.6292640153214958,-0.3039525928688035,-0.9760913590061525,-0.8979364510808224,-0.5856225503938605,-1.2364109154822684,-0.9485652807049298,-0.5016925654425604,-1.0289936395272623,-0.24775134490128217,-0.736528470301922,-0.6302403889189078,-0.4877959631928917,-1.0458972907729338,-0.2654654962889397,0.619710326463381,-0.009136996475927245,0.5616950157183386,0.9377753272943026,1.3803632883636077,2.2269437543704482,1.459931188014307,1.1519355791519608,0.9477706583479619,1.782699391518164,,,
2007-01-31,-0.5337600142300769,-0.6284958072416814,-0.2958998661908884,-0.9779319319381518,-0.8962163193560854,-0.5818290151961678,-1.2355997273973827,-0.9549881909929598,-0.511522060226456,-1.0285126854602722,-0.2367191669678586,-0.74278559182117,-0.6089194694428376,-0.48889390489476436,-1.047958116362583,-0.26652760181436386,0.6641222970232572,-0.03683851188882038,0.5947133240610298,0.9902360174763108,1.4595492890242294,2.2901333375828674,1.5145473747000668,1.19297269591334,0.7841256459703982,1.5829979996710228,,,
